Hondentrimsalon Nathalie;Bultsweg;251;POLYGON((262580.716366032 471446.685205255,262581.88007 471455.9161,262586.303191235 471468.771339694,262586.521929898 471468.696076623,262588.01692619 471468.181922773,262588.262112909 471468.893997184,262590.52301208 471468.116928821,262590.273923016 471467.393147375,262591.012907679 471467.135098846,262588.266023218 471459.144976004,262586.478916501 471459.744925694,262581.854996182 471446.294148113,262580.716366032 471446.685205255));POLYGON((262583.97197382 471460.499366952,262586.378834261 471468.410538621,262589.750171105 471467.434883104,262587.435726154 471459.495742083,262583.97197382 471460.499366952));POINT(262588.164 471465.927)
Eetcafé Sprakel;Bergweg;1;MULTIPOLYGON(((259054.515985422 474624.562918949,259052.125120193 474623.156655831,259054.515891694 474624.563078564,259054.515985422 474624.562918949)),((259052.122049866 474623.154849921,259045.77405 474619.433925,259046.34905 474618.377025,259043.73993 474616.844975,259041.021809372 474615.780735188,259038.799986075 474619.470000822,259041.321020335 474620.961102733,259041.220053134 474621.1330289,259037.034971409 474627.905046729,259039.636959415 474629.46699611,259045.946087465 474633.253903269,259048.726102038 474628.931076733,259050.923982321 474629.468947283,259050.832898405 474628.90085347,259050.809898462 474628.324947004,259050.855898348 474627.750999674,259050.969058386 474627.187126765,259051.148916666 474626.640153399,259051.392032752 474626.117876301,259051.487942833 474625.948872911,259050.737912145 474625.50785219,259052.122049866 474623.154849921)));POLYGON((259053.182440594 474623.388435783,259041.246340478 474614.360567022,259039.441480854 474619.412906295,259042.285408556 474620.44589098,259038.288668775 474631.636406909,259046.242756483 474634.484502715,259050.551928059 474622.443653099,259053.182440594 474623.388435783));POINT(259045.76 474626.13)
Koopman Karin;Beckumerstraat;247;POLYGON((250667.018026552 469586.920072675,250667.01803 469586.920075,250673.108053899 469591.218726253,250675.69708015 469587.450147023,250673.507020485 469585.946047914,250675.09999749 469583.626852489,250671.14606997 469580.911146967,250667.018026552 469586.920072675));POLYGON((250665.404358035 469586.469678212,250673.542672537 469592.326222293,250675.73378902 469589.031091259,250666.80733617 469583.093733734,250665.404358035 469586.469678212));POINT(250671.45 469586.76)
Autoreparatie TBA;Hekselbrink;14;POLYGON((256546.195 468440.0669,256545.113080111 468430.056901024,256540.602089443 468430.545052453,256536.091098208 468431.031897852,256531.580106972 468431.520049342,256527.068892746 468432.007874309,256522.55790151 468432.495046231,256518.046910275 468432.982871198,256513.53591904 468433.471022688,256509.024011948 468433.957876052,256504.513020712 468434.446027542,256500.002029477 468434.932872941,256495.491038242 468435.421024431,256490.980047006 468435.908849398,256486.469063735 468436.39602132,256481.958072499 468436.883846287,256483.039993638 468446.893846737,256487.55097691 468446.40602177,256489.500069948 468446.19552626,256497.144743617 468445.369149937,256501.083950616 468444.942873391,256503.697662348 468444.660790481,256508.454391331 468444.146596106,256510.105933087 468443.967876501,256511.060929165 468443.864833765,256523.524959108 468442.517493162,256523.640053605 468442.505046681,256523.688938731 468442.499767242,256534.899283519 468441.287947889,256537.173019347 468441.041898301,256538.681670714 468440.879078216,256546.195 468440.0669));POLYGON((256487.47735292 468446.216176278,256486.360076696 468436.160690266,256482.386375955 468436.544929762,256483.359854063 468446.615188385,256487.47735292 468446.216176278));POINT(256484.69 468441.63)
Jorg Moser Skicentrum;Blikkersmaatweg;15;POLYGON((253686.222050956 466710.8361481,253696.181050148 466709.933949853,253695.312109436 466700.337024556,253699.461998381 466699.960997788,253699.54088946 466700.82614765,253706.945047342 466700.156003537,253706.859952332 466699.218047068,253708.773088861 466699.045149298,253709.21906317 466703.977999944,253707.339956681 466704.147974938,253707.939109973 466710.772125752,253718.359031844 466709.828976775,253717.284931323 466697.964852808,253715.349941662 466698.140028274,253714.983089386 466694.08890051,253715.8690491 466694.008950224,253715.188942061 466686.485850462,253709.930906626 466686.961976358,253709.085889678 466677.631875884,253701.587892347 466678.311122815,253702.063070531 466683.55304714,253692.541070256 466684.414947703,253693.387926881 466693.775924486,253684.750046643 466694.556903158,253686.222050956 466710.8361481));POLYGON((253685.57686342 466694.869188049,253686.680234507 466710.14927675,253695.881690528 466709.467995379,253695.309629769 466701.462800046,253709.059318229 466700.455186223,253709.304216662 466703.899118399,253706.75624488 466704.081362025,253707.260281776 466710.871418552,253718.276702914 466710.091432038,253717.401553912 466697.86260149,253716.355357487 466697.933733726,253715.52353958 466686.306500845,253709.620969579 466686.746886633,253708.97974875 466677.894300405,253701.557320903 466678.427056875,253701.898511001 466683.209314822,253692.666166587 466683.896106559,253693.41172166 466694.301705155,253685.57686342 466694.869188049));POINT(253699.925 466692.811)
Stichting 55+ 't Pluspunt;Hoge Bothofstraat;45/A;POLYGON((258511.912357035 471636.381398177,258502.944533268 471636.312154473,258500.679112996 471648.789946426,258490.546921367 471647.051849975,258492.552981488 471636.75812516,258489.742984078 471636.210220694,258476.268368744 471636.106178476,258474.810086437 471644.142126236,258441.592108231 471637.667148529,258439.678047881 471647.516921883,258429.881887967 471645.621847636,258427.543937395 471658.132072493,258424.92064499 471657.63008921,258423.982675882 471662.666214365,258426.600023877 471663.157878588,258423.040081876 471680.629871264,258524.367963175 471699.661878076,258525.054967011 471695.638050799,258525.621921976 471695.587997253,258525.891940351 471694.107949331,258525.897061183 471694.108873151,258526.722932749 471689.669103692,258526.27190132 471689.643101333,258532.742952791 471655.014998853,258509.334928092 471650.374003785,258511.912357035 471636.381398177));POLYGON((258483.346315426 471627.326972848,258477.911358349 471626.708151262,258474.587667308 471644.638096603,258441.265210786 471638.515920257,258439.432652589 471648.356365433,258435.628705249 471647.619534436,258433.200084585 471683.970529262,258575.652073752 471710.358156475,258580.450517782 471685.538407986,258552.946629259 471680.412967401,258550.289850045 471695.601025363,258526.577227282 471691.510395543,258533.432326955 471655.819789345,258509.244506323 471651.541679605,258512.62090097 471636.288889259,258503.560661997 471634.415355569,258500.936360818 471649.818607639,258491.088146052 471648.045001678,258493.134468517 471636.794289442,258482.055450039 471634.860246974,258483.346315426 471627.326972848));POINT(258477.77 471658.88)
Biodelicato;Schildkampstraat;42;POLYGON((263468.560886262 471670.226952467,263472.711929983 471680.412128383,263476.379051081 471678.917124127,263477.679933589 471682.149898311,263483.426940803 471679.822898196,263481.175932882 471674.26507507,263477.935003593 471675.576127566,263477.415888191 471674.307976971,263474.715003616 471667.716000593,263473.890908014 471668.052048236,263473.068891009 471667.398150619,263471.077086392 471668.234048823,263470.936100246 471669.255849959,263468.560886262 471670.226952467));POLYGON((263466.936532184 471671.746675125,263473.345877748 471686.935390597,263484.996889877 471682.027414086,263481.185130967 471672.995757544,263477.088729002 471674.718965758,263474.49757213 471668.549771203,263466.936532184 471671.746675125));POINT(263474.39 471674.508)
Brugge H ter;Vloeiweidenweg;29;POLYGON((250724.807421579 471666.346081886,250724.767312984 471651.735898921,250718.733987258 471651.440976554,250718.187053712 471662.637871221,250716.856043509 471662.5718977,250716.689978824 471665.948971042,250724.807421579 471666.346081886));POLYGON((250720.056511042 471651.664152037,250720.058217195 471663.96725127,250727.94129194 471663.966483295,250727.939723652 471651.657261872,250720.056511042 471651.664152037));POINT(250723.081 471656.07)
PRB Reparatie;Mekkelholtsweg;14;POLYGON((257495.278112375 472729.064410902,257511.226927073 472726.803900415,257511.226926853 472726.803898716,257510.760031197 472724.093075107,257503.598057617 472725.176947419,257503.265936211 472722.988074385,257494.557909332 472724.305952003,257494.674063823 472725.073925514,257493.990038511 472725.6901217,257494.160013505 472726.839975497,257494.993068571 472727.179925484,257495.27804328 472729.063953706,257495.278112375 472729.064410902));POLYGON((257494.391165149 472729.504831789,257501.895912891 472729.049679691,257500.93542287 472723.89280809,257493.608296654 472725.265800847,257494.391165149 472729.504831789));POINT(257497.983 472726.424)
Fysiotherapiepraktijk Mol E W;Het Oosterveld;97;POLYGON((256278.360920036 467784.736901474,256278.580625088 467793.625983395,256278.581029142 467793.62597324,256284.869859782 467793.46900493,256284.64889 467784.579925,256284.64888996 467784.579923624,256284.648888746 467784.579923655,256278.360920962 467784.736901451,256278.360920036 467784.736901474));POLYGON((256278.240460519 467783.46634672,256278.513299399 467792.527469531,256284.805677498 467792.381627815,256284.634128321 467783.318112976,256278.240460519 467783.46634672));POINT(256281.58 467789.5)
Piest Dakbedekkingen Vincent;Madioenstraat;75;POLYGON((258767.873360471 470251.419660351,258769.5031099 470258.371049571,258775.483108351 470257.078848362,258774.003060429 470250.092974068,258767.873360471 470251.419660351));POLYGON((258768.256120117 470252.7062539,258769.49990891 470258.702731576,258776.238975936 470257.44856145,258775.130197606 470251.44621075,258768.256120117 470252.7062539));POINT(258771.7 470254.4)
Govers Frank;Laaressingel;178;POLYGON((258988.222989986 471868.212078085,258988.22299 471868.212075,258988.230356158 471861.712077605,258988.033011575 471861.712077605,258988.033011575 471860.622025253,258988.231591466 471860.622025253,258988.232223725 471860.064111423,258988.231043632 471859.318124401,258988.23310616 471859.282050071,258987.03895 471859.30415,258984.79392 471860.58595,258983.4981 471860.53785,258983.39897 471859.93595,258975.886024665 471859.928724663,258975.886023351 471859.92912808,258975.877971778 471862.44787668,258978.988029161 471862.445925508,258978.973080791 471868.215972485,258985.223100262 471868.191921298,258988.116043917 471868.211098536,258988.222989986 471868.212078085));POLYGON((258987.758123963 471859.449979826,258979.246722545 471859.895474546,258979.40157514 471864.286602041,258987.917705878 471863.97543633,258987.758123963 471859.449979826));POINT(258983.677 471863.84)
Wiegerink Fabrics and Garments;Oostburgweg;92;POLYGON((260083.732547747 471747.250071632,260081.578382584 471733.260953127,260081.577898336 471733.261027775,260079.236961275 471733.621126605,260080.162939934 471739.637849563,260077.27690104 471740.083099151,260078.502109912 471748.033903877,260079.952953959 471747.81095256,260080.036902158 471748.357925926,260082.142089804 471748.033903877,260082.060897138 471747.508050957,260083.732547747 471747.250071632));POLYGON((260083.649202842 471748.33998501,260082.644380442 471739.49754789,260076.664892672 471740.199939085,260077.699325081 471749.034902718,260083.649202842 471748.33998501));POINT(260080.64 471743.43)
Bru Media Art;Frederikastraat;72;POLYGON((256538.727175335 469717.485912407,256538.889482266 469713.295982427,256535.163972737 469713.166975102,256535.020907995 469716.891150076,256529.465028077 469716.677946657,256529.465412615 469716.666011239,256529.063873746 469726.791947316,256529.063906842 469726.79194858,256534.939946285 469727.015871501,256535.309100147 469717.323075944,256538.726901227 469717.485899293,256538.727175335 469717.485912407));POLYGON((256529.027349903 469717.112686837,256528.865841126 469725.48177803,256538.522806154 469725.479874229,256538.522280711 469717.110814556,256529.027349903 469717.112686837));POINT(256531.768 469722.834)
Visser Pedicure Ingrid;Manderbrink;14;POLYGON((257400.550197414 468505.55624982,257401.758814722 468516.69633115,257401.863082106 468516.684999468,257406.297007984 468516.204864258,257405.088231009 468505.064704944,257400.627058163 468505.547898282,257400.550197414 468505.55624982));POLYGON((257400.63349246 468506.908390932,257401.771497979 468517.332521489,257406.285520669 468516.810813591,257405.233134713 468506.378465851,257400.63349246 468506.908390932));POINT(257403.38 468510.84)
Smokey's Headshop;Stadsgravenstraat;73;POLYGON((258202.35692 471395.1021,258203.977075506 471390.976202458,258203.977939608 471390.973940126,258196.70007 471387.449975,258196.700071386 471387.449972283,258194.447909577 471386.310846402,258196.0050089 471382.928899112,258196.755963409 471383.301023535,258197.200090078 471382.344877361,258198.880009288 471383.175901395,258198.88001 471383.1759,258197.20009 471382.344875,258196.06297 471381.856075,258187.00994 471377.41495,258184.474509061 471382.633969794,258184.473962016 471382.635100325,258184.510070652 471382.651999868,258184.506391367 471382.659481862,258191.46895 471387.893925,258201.79894 471396.566875,258202.35692 471395.1021));POLYGON((258184.046704942 471386.780373258,258201.558753495 471395.510878785,258202.112080095 471392.134712197,258199.225336075 471382.965373313,258188.67741666 471378.763253422,258186.713578356 471383.072963428,258184.046704942 471386.780373258));POINT(258189.8 471382.58)
Jalloh Tuinonderhoud;Zonstraat;21;POLYGON((255418.412956354 472274.719718837,255412.0581 472268.1769,255412.188538973 472268.059807086,255412.173098414 472268.043978386,255406.432987997 472273.614153628,255404.520082423 472275.389951509,255396.790007067 472282.829851685,255389.059939674 472290.260003963,255381.330103237 472297.699896175,255373.677079282 472305.199924318,255372.232909041 472306.823952839,255366.493029579 472312.394128081,255372.852991644 472318.953922061,255380.101899912 472311.891028221,255387.785967418 472304.403997276,255389.243023361 472302.984077321,255395.481996807 472296.939074309,255403.187001588 472289.472853214,255410.886941285 472282.012151151,255418.412956354 472274.719718837));POLYGON((255402.646712229 472273.455289335,255408.849762749 472279.90846286,255417.182079605 472271.926289906,255410.990099154 472265.456822057,255402.646712229 472273.455289335));POINT(255411.76 472275.19)
Diabetesvereniging afd Enschede eo;Vlierstraat;200;POLYGON((257033.588641213 468845.40167036,257033.588 468845.39585,257035.08690984 468845.231075017,257035.031289886 468844.726705356,257034.18991 468837.096975,257034.189912413 468837.096974733,257034.189912311 468837.09697381,257034.125053747 468836.612071619,257033.653093006 468832.323052132,257032.107031743 468832.493027126,257032.107031491 468832.493024836,257032.10703 468832.493025,257031.88094 468830.44195,257031.880942955 468830.441949697,257031.880942623 468830.441946687,257028.321000811 468798.145074915,257028.321 468798.145075,257028.320471785 468798.140280227,257028.087090883 468796.025096454,257027.831097491 468793.698100276,257016.776019495 468794.916233481,257015.280920059 468795.080975532,257015.61694488 468798.129925277,257017.864046294 468818.519000843,257020.101953486 468838.825003803,257020.423952687 468842.461097278,257020.435109736 468842.562361964,257020.922565902 468846.98547461,257025.339967503 468885.93602269,257037.880033353 468884.556073897,257033.588641213 468845.40167036));POLYGON((257017.128142128 468796.984140345,257025.360918768 468880.234215744,257039.377363778 468878.862082285,257031.138804145 468795.605702862,257017.128142128 468796.984140345));POINT(257025.549 468835.388)
Chaplin Cafetaria;Brammelerstraat;1;POLYGON((257817.122100709 471349.380122031,257817.1221 471349.380125,257814.21191 471362.11785,257814.211877057 471362.118003039,257814.211912908 471362.117853083,257815.05509018 471362.308948523,257812.653889764 471372.176927511,257813.647952395 471373.731072202,257813.738039575 471373.751147727,257820.698228176 471375.301937251,257822.263979502 471374.372952188,257829.589939171 471375.949849939,257830.903930372 471370.488876642,257829.937932768 471358.984851504,257829.506906828 471353.848871861,257825.852902387 471352.864127073,257826.170067459 471351.540077379,257817.122100709 471349.380122031),(257822.384960158 471359.809050638,257822.620016707 471358.940977998,257824.290053078 471359.390121967,257824.612968136 471358.040077878,257826.079907364 471358.434947397,257824.601930074 471363.914126328,257822.640946018 471363.532899088,257822.934888156 471362.672949698,257821.702089621 471362.384996465,257822.384960158 471359.809050638));POLYGON((257881.870033814 471389.224812521,257881.831129971 471379.957795403,257877.418532077 471373.753080471,257870.457313303 471372.539648539,257869.769698772 471372.868423033,257869.525969289 471374.014459734,257868.106315193 471373.716872304,257863.634961034 471384.894644516,257881.870033814 471389.224812521));POINT(257821.18 471369.43)
Ginkel Roelof en Diane van;Poolmansweg;48;POLYGON((256301.014081321 470885.78712454,256301.01408 470885.787125,256300.900500003 470885.826052114,256295.885077636 470887.545049881,256300.992920577 470902.440125126,256300.137090557 470902.732951624,256301.042939627 470905.374075748,256301.440041698 470906.531877096,256304.861060221 470905.358951681,256301.327112615 470895.051903146,256303.889997533 470894.17310304,256301.014081321 470885.78712454));POLYGON((256294.510193234 470888.63852969,256296.912203973 470895.799029359,256304.523354888 470893.259540624,256302.121103353 470886.11127872,256294.510193234 470888.63852969));POINT(256299.58 470889.8)
Judith Modehuis;Schoolstraat;56;POLYGON((263187.474814356 470611.536267145,263187.40199 470611.543025,263187.35392 470610.961925,263171.27094 470612.376,263171.79097 470618.4821,263199.5269 470616.146975,263199.129 470611.539125,263199.125454646 470611.504486532,263187.571037135 470612.547928273,263187.474814356 470611.536267145));POLYGON((263192.936924529 470606.504272088,263173.290926285 470610.476968412,263175.623422264 470610.213193868,263175.871195918 470611.24164311,263176.651035902 470622.78163836,263199.181595685 470621.209101313,263198.934531453 470612.835614315,263193.684702043 470613.345835217,263192.936924529 470606.504272088));POINT(263186.838 470616.2)
Herman Autoservice;Drienerweg;171;POLYGON((257275.84817577 472668.607321536,257273.955023014 472665.99412916,257273.231903222 472667.139100024,257269.36007626 472664.683075645,257269.769941933 472664.032100805,257259.807948289 472657.564927787,257261.32802312 472655.155046645,257261.329716427 472655.152359653,257261.32802 472655.15505,257259.80795 472657.564925,257258.73799 472656.898025,257256.04492 472655.2181,257253.78701 472653.809875,257253.9579 472653.532975,257253.695012734 472653.418901186,257253.69501262 472653.418901367,257253.694151928 472653.420264311,257253.55908 472653.635025,257253.558690818 472653.63477308,257246.444077725 472664.901083329,257248.553127837 472666.269005359,257258.300990116 472672.590978469,257266.523031703 472677.923899106,257269.539942503 472673.143152307,257272.416090148 472675.0099465,257276.171069754 472669.053024986,257275.84817577 472668.607321536));POLYGON((257262.915580239 472659.458768898,257248.660193356 472664.007862826,257264.264710197 472676.328347292,257274.871276851 472668.048513134,257269.594256177 472660.512205486,257267.030339554 472662.198224807,257262.915580239 472659.458768898));POINT(257261.3 472666.69)
Kempen Reizen en Touringcarbedrijf BV van;Laaressingel;123;MULTIPOLYGON(((258873.10109 472233.78085,258865.48809 472236.37305,258865.488089628 472236.373050675,258865.517993767 472236.463073681,258865.238076179 472236.962924242,258865.388037718 472237.042874528,258865.048103659 472237.713026606,258865.969941054 472241.032902721,258866.027902821 472241.242848876,258866.046068635 472241.237003323,258866.127946202 472241.212952136,258866.348062346 472241.313051264,258866.868093604 472241.193121852,258866.958022744 472241.562976545,258866.874254372 472241.720043452,258873.94703 472245.305025,258873.947030272 472245.305024494,258873.947026878 472245.305022665,258875.41810737 472242.56689857,258875.41806291 472242.566721436,258873.197634848 472234.14694432,258873.177906556 472234.083097243,258873.180585475 472234.082293759,258873.10109 472233.78085)),((258859.209007855 472247.787123038,258861.267286978 472255.445111119,258861.26805331 472255.447949106,258862.572513062 472255.095622928,258869.790926036 472253.1459724,258870.961323893 472250.970842848,258871.33998 472250.267125,258864.48598 472246.18285,258864.495093424 472246.165818691,258864.491963764 472246.164000451,258864.318078461 472246.062921755,258864.227002509 472246.237125616,258864.259893702 472246.361928977,258863.999073712 472246.431151797,258863.85693279 472245.88905238,258863.666952306 472245.77887883,258863.637971422 472245.683000606,258863.628996029 472245.648874998,258860.07204848 472246.728852929,258859.709106513 472247.385999844,258859.578011616 472247.312874679,258859.318107483 472247.783147059,258859.207941897 472247.783147059,258859.209007855 472247.787123038)));POLYGON((258870.572868816 472251.314194627,258862.034073027 472242.966851658,258860.577934236 472243.28561139,258862.700226598 472253.036203458,258870.572868816 472251.314194627));POINT(258865.33 472250.55)
Hardick DA Drogisterij;Kerkstraat;35;POLYGON((263399.329049242 471053.899877749,263399.32905 471053.899875,263399.730028739 471052.369935983,263399.979946249 471051.309947719,263401.64009137 471045.081000911,263401.648932506 471045.047816385,263397.35197 471043.9149,263397.12197 471044.88795,263389.01401 471042.610025,263389.24102 471041.779975,263382.469077557 471039.983097113,263382.436007075 471040.112073484,263381.755900036 471042.715001239,263388.5450404 471044.472927973,263386.943088002 471050.697000832,263395.489892288 471052.77992122,263399.329049242 471053.899877749));POLYGON((263401.128617852 471046.845058943,263388.495891519 471042.478284831,263386.150383236 471051.149303032,263399.031949938 471054.616352944,263401.128617852 471046.845058943));POINT(263396.633 471048.996)
TDS;Wilhelminastraat;44/8;POLYGON((258473.435036251 471338.066336322,258473.43791 471338.022025,258459.56109 471337.3951,258459.512047981 471339.404635063,258459.467937855 471343.678978802,258454.8679413 471343.665002036,258454.818031106 471348.514971655,258428.969018002 471348.2491264,258428.980056063 471347.226998742,258428.977069575 471347.148028023,258428.894037232 471346.801897996,258428.699923448 471346.502898737,258428.417943191 471346.287099065,258428.078917024 471346.176925515,258427.723110773 471346.186999936,258427.390989367 471346.315052596,258427.120970993 471346.547098766,258426.944099201 471346.855853887,258426.879933502 471347.205878295,258426.851613627 471349.949855908,258458.159927595 471350.271926785,258458.156941107 471350.569946475,258461.626030148 471350.605051651,258461.644888827 471348.785053742,258461.266082634 471348.77985327,258461.419030661 471337.943049469,258473.435036251 471338.066336322));POLYGON((258428.337779968 471349.262093526,258428.213101939 471362.587024494,258458.859386482 471362.871686244,258458.93991764 471354.016929594,258463.667024262 471354.060525883,258463.708829105 471350.000661402,258484.876423504 471350.197781952,258485.004577507 471337.007630452,258461.964439268 471336.795904744,258461.889400279 471345.093450033,258456.456331422 471345.041238154,258456.411848803 471349.523661427,258428.337779968 471349.262093526));POINT(258457.954 471348.051)
Intercoiffure Henkjan Veenstra;Haaksbergerstraat;324;POLYGON((257071.380908059 470402.961927914,257071.38091 470402.961925,257073.7851 470399.02,257078.044929163 470392.618151258,257078.044926116 470392.618149309,257072.219951644 470388.312875361,257067.265980551 470395.611072634,257065.020029751 470399.020001852,257071.380907672 470402.96192767,257071.380908059 470402.961927914));POLYGON((257070.952287902 470404.956671161,257077.744887844 470393.834026149,257071.334366563 470390.455040404,257065.000476995 470401.590081451,257070.952287902 470404.956671161));POINT(257073.015 470393.679)
Taxatiesite De;Raadhuisstraat;17;POLYGON((258162.77898 471089.736975,258148.510966159 471087.266286597,258148.498053322 471087.264051064,258148.136951032 471089.353151492,258146.12764528 471100.989363555,258145.91791 471102.203975,258144.177542485 471108.459069006,258144.177042572 471108.46087176,258138.988006965 471127.018050802,258138.293979512 471129.499103457,258152.722 471133.52,258155.69705 471134.43195,258157.88711 471128.5709,258154.470889005 471127.438655668,258152.437948329 471126.764876222,258152.971088281 471125.309851092,258152.97108949 471125.309851391,258152.97109 471125.30985,258162.77898 471089.736975));POLYGON((258137.662134946 471122.822422138,258144.602404268 471125.627548415,258166.492481583 471113.640295671,258146.537163276 471094.258022238,258137.662134946 471122.822422138));POINT(258149.41 471115.05)
Confetti Jeans;Oude Markt;8;POLYGON((257999.58294 471394.4131,258005.090077586 471412.574014283,258005.099947421 471412.570848099,258006.33688722 471412.174027407,258005.240941531 471407.873953931,258006.672003079 471407.616877007,258007.470096321 471410.680002719,258014.403910148 471409.640975518,258014.403910148 471409.640975512,258014.40391 471409.640975,258014.399736626 471409.596906695,258014.293967554 471408.480075697,258014.293970028 471408.480075297,258014.29397 471408.480075,258011.61401 471392.371125,258001.535073703 471394.078113763,258001.021280959 471394.165419345,257999.58294 471394.4131));POLYGON((258000.492690587 471394.634297065,258002.640807453 471411.985727377,258008.035280852 471412.221749772,258022.897932603 471393.667277374,258022.367365566 471390.603626659,258015.568743224 471391.852562908,258000.492690587 471394.634297065));POINT(258006.288 471397.856)
Kimmy's Hairstudio;Hanenberglanden;328;POLYGON((259144.648251355 468007.459767731,259136.06193 468001.523925,259135.95498 468001.677975,259135.95497811 468001.677977734,259135.954978486 468001.677977994,259135.620660784 468002.161647692,259133.26398 468005.57115,259141.850212766 468011.506797296,259144.648056994 468007.460050564,259144.648251355 468007.459767731));POLYGON((259134.066267862 468006.46011061,259144.790066388 468011.612355943,259145.970273416 468009.977354312,259143.246629308 468008.007920145,259144.779375477 468005.882562005,259136.797540967 468002.672285708,259134.066267862 468006.46011061));POINT(259137.58 468005.63)
Middelkamp Vis;Tinsteden;15;POLYGON((252349.55496907 470563.132001322,252348.215907294 470546.722099502,252338.287043762 470547.554103325,252338.241959733 470547.017849461,252322.782971759 470548.274946066,252324.065911444 470564.480102203,252334.052051842 470563.667928663,252334.11507073 470564.424848185,252349.55496907 470563.132001322));POLYGON((252319.83387819 470548.314538982,252321.003470939 470563.491793079,252347.726060201 470561.437911409,252346.569066144 470546.248637736,252319.83387819 470548.314538982));POINT(252334.614 470554.564)
Comec Consultancy BV;Malangstraat;26;POLYGON((258730.364011007 470265.699667964,258722.28089 470265.616925,258714.340676026 470265.711305896,258714.280108834 470269.089875704,258709.87997605 470269.259850698,258709.538893706 470273.148073146,258709.53889014 470273.148147104,258709.553787184 470273.147920265,258718.62205 470273.008075,258722.32505 470272.972975,258730.404031089 470273.001642089,258730.36401354 470265.700123724,258730.364011007 470265.699667964));POLYGON((258731.852779707 470264.744645077,258719.17284942 470264.190253506,258719.115379822 470268.014855557,258709.62928857 470267.883710759,258709.536628736 470275.539439567,258731.695149598 470275.856192135,258731.852779707 470264.744645077));POINT(258724.69 470268.9)
Westerhof Fysiotherapie G A;Kerkstraat;30;POLYGON((263429.984581502 471122.751132497,263429.90893 471122.732925,263421.51692 471120.8021,263421.075950896 471120.701615186,263420.590021516 471122.719928499,263414.2999831 471121.220050294,263414.770888636 471119.26411595,263405.85599 471117.21215,263405.604595501 471117.158121748,263404.610078463 471117.930078883,263404.473002626 471121.326974544,263404.861931024 471121.343874086,263404.821912079 471122.331876137,263404.806611441 471122.717046388,263418.77003 471125.9241,263418.38593 471127.474025,263419.68704 471127.8559,263419.626058332 471128.443901885,263428.160928985 471130.284950594,263429.069888641 471126.539973733,263429.984581502 471122.751132497));POLYGON((263406.03586991 471123.6725,263430.150806164 471123.6725,263430.558179926 471120.90330099,263423.683769899 471119.907556152,263423.249708855 471122.90561736,263414.930901527 471121.688389829,263415.528235512 471117.683212394,263407.093332864 471116.438955333,263406.03586991 471123.6725));POINT(263408.551 471121.048)
Metaalhandel Van Beek;Vechtstraat;30;POLYGON((258542.475265045 473080.999774104,258534.98192603 473080.87029972,258534.895979999 473085.889902829,258534.895971982 473085.890363641,258551.740039836 473086.182652636,258551.800062034 473083.853125678,258546.168970391 473083.765052143,258546.108937991 473086.084900614,258543.934057651 473086.018927093,258543.972013929 473083.810876822,258542.427099478 473083.784874462,258542.475265045 473080.999774104));POLYGON((258543.360916614 473080.865145698,258533.733425045 473081.208911603,258533.732259018 473085.801253228,258543.361276884 473085.879633511,258543.360916614 473080.865145698));POINT(258538.758 473083.385)
