Voortman Hypotheken en Assurantiën;Laaressingel;80;POLYGON((258916.081141964 472174.423115669,258909.240420594 472168.592262874,258909.224893673 472168.579028754,258908.260958737 472169.72595181,258907.279088943 472170.862147399,258901.472973149 472165.912078652,258899.400899688 472168.342100672,258899.320497922 472168.436410257,258900.09596 472168.762975,258904.36108 472172.545975,258904.47194 472172.41695,258912.301539021 472179.365231144,258912.317932054 472179.35310037,258912.377948006 472179.433039356,258912.377958705 472179.43304885,258912.599912311 472179.252021673,258916.102942451 472176.407264452,258916.108096488 472176.403077853,258916.128109931 472174.463151626,258916.081141964 472174.423115669));POLYGON((258904.57474543 472172.015292122,258910.479421578 472179.10193086,258916.840119908 472173.815806338,258910.929437956 472166.722902565,258904.57474543 472172.015292122));POINT(258911.288 472174.405)
Hoge Boekel Hondentrimsalon;Klein Boekelerveldweg;2;POLYGON((260260.944393008 472226.916197355,260256.82111 472228.085875,260259.68507 472236.762075,260253.65102 472238.6331,260252.84303 472236.07795,260251.528225661 472236.510468823,260251.59505352 472236.708125012,260246.716063197 472238.384150288,260244.813040909 472238.999048347,260247.887913477 472248.514072185,260255.928942009 472245.915046775,260255.08300124 472243.298150219,260261.030111144 472241.376102008,260261.876051913 472243.992998565,260284.217103842 472236.770849234,260287.771980759 472235.621975005,260287.148911667 472233.676847212,260284.099109675 472224.154026648,260282.505901715 472220.018074649,260261.063002336 472227.266871421,260260.944393008 472226.916197355));POLYGON((260263.68897552 472241.026710186,260260.109304745 472229.61387748,260259.328151033 472229.873744573,260257.295958131 472223.810837839,260250.110927312 472226.217913879,260252.229192492 472232.564339025,260244.574939403 472235.096171077,260248.26283916 472246.160645585,260263.68897552 472241.026710186));POINT(260253.698 472239.067)
Groothuis Nat Int Sneltransport en Couriersdiensten;Dirk Hartogstraat;8;POLYGON((263051.768917242 470781.38607357,263057.851040314 470780.935950033,263064.193059557 470780.471849729,263070.26988659 470780.014901071,263069.581043077 470770.73290297,263063.489028754 470771.18497768,263057.132976998 470771.655903105,263051.028092902 470772.108949419,263044.684003027 470772.578903239,263045.371930684 470781.861872944,263051.768917242 470781.38607357));POLYGON((263051.574754553 470780.364703564,263050.85591367 470770.980589983,263043.241288674 470771.431267599,263043.810051665 470780.834486442,263051.574754553 470780.364703564));POINT(263048.188 470777.036)
Mobrisoft;Kolmschotlanden;124;MULTIPOLYGON(((257876.830052256 468006.153411203,257881.436150992 467997.393511657,257879.76006993 468000.405925055,257879.413000154 468001.036098007,257876.560083407 467999.500150986,257873.899902678 468004.636122665,257876.776966179 468006.125926449,257876.830052256 468006.153411203)),((257881.716381817 467996.860567399,257885.97996 467988.752075,257885.979598566 467988.751883479,257880.329090152 467985.79099971,257880.32909 467985.791,257880.40108 467985.829025,257876.101977446 467994.020288397,257876.106981345 467994.022923227,257881.716381817 467996.860567399)));POLYGON((257878.724139413 467988.236196395,257874.586331596 467996.129206511,257880.222158493 467998.960158537,257884.374918179 467991.075526971,257878.724139413 467988.236196395));POINT(257880.92 467990.82)
Beimer Bloemsierkunst;G.J. van Heekstraat;115;MULTIPOLYGON(((255972.428206337 472125.121568715,255970.67589 472117.806875,255971.12002 472117.700925,255968.7501 472107.807925,255968.528367673 472107.861017404,255967.95200249 472107.999026654,255967.95200198 472107.999024526,255967.952 472107.999025,255964.900173732 472095.259186956,255963.170069059 472088.036876026,255963.170070181 472088.036875757,255963.17007 472088.036875,255956.871063453 472089.764899053,255961.604002306 472109.520025305,255964.987988373 472123.647127039,255971.689963094 472122.040977629,255972.428206337 472125.121568715)),((255956.868852643 472089.765428341,255956.190866644 472089.927707298,255956.190948211 472089.928047929,255956.868852643 472089.765428341)));POLYGON((255971.603855482 472116.301258304,255960.114858584 472118.915603279,255963.753535543 472122.647374626,255972.682407299 472120.044158878,255971.603855482 472116.301258304));POINT(255967.789 472120.25)
Adolfs Classic Cars Consultancy Jan;Schubertlaan;21;POLYGON((257087.923491206 473450.490413594,257092.389109544 473450.183050031,257091.136990597 473431.985000796,257095.118059324 473431.711024329,257095.865333353 473431.659582239,257091.054621181 473421.473654019,257089.187052567 473421.601896355,257089.449943189 473425.43105237,257081.212953231 473425.996876451,257081.899041211 473435.965926172,257086.324013615 473435.661073396,257087.034941215 473445.98404987,257082.807077047 473446.27492588,257083.120108819 473450.821022291,257087.923491206 473450.490413594));POLYGON((257099.374427936 473438.449484954,257089.253134808 473429.02836072,257084.076285767 473429.483525617,257085.062608512 473440.884941543,257089.298588161 473440.537605305,257090.279770433 473451.889914606,257096.858600549 473451.327640626,257095.779716884 473438.761128256,257099.374427936 473438.449484954));POINT(257089.909 473443.736)
Ligna La;Haverstraatpassage;20;POLYGON((258220.05795 471306.965025,258220.057632523 471306.9657907,258217.952991167 471312.075002479,258217.731043311 471312.577122771,258228.383027279 471316.595096531,258234.297022998 471318.804126371,258235.234888042 471316.376828635,258235.23795 471316.3689,258235.612164327 471315.361638735,258236.413017235 471313.205998982,258229.44701 471310.6411,258220.05795 471306.965025));POLYGON((258216.680843258 471313.23157614,258244.289230235 471321.725147199,258246.064473675 471318.917969539,258246.096772285 471318.771135921,258241.783881477 471315.688116452,258219.607175732 471306.616974905,258216.680843258 471313.23157614));POINT(258223.504 471311.801)
Ikkemooi Lifestyle;Varviksingel;120;POLYGON((258319.064897586 470241.133046845,258319.753056198 470239.62115101,258320.584972417 470237.803096309,258316.574922806 470235.962949557,258316.99490272 470235.02304988,258312.97496186 470233.213126391,258312.155007522 470235.033124301,258310.622978774 470238.636071736,258309.579929768 470238.170028224,258308.192112573 470241.426853595,258309.101988086 470241.834075231,258308.762969883 470242.630002273,258314.420971778 470245.162074594,258311.25111295 470252.614000364,258312.723109299 470253.243846793,258314.195113612 470253.873048141,258317.255029845 470246.622953242,258317.29504879 470246.643102084,258319.664966735 470241.403128931,258319.064897586 470241.133046845));POLYGON((258310.475547032 470240.634986101,258317.790749505 470243.262456254,258320.074721639 470236.816355305,258312.770895045 470234.231999043,258310.475547032 470240.634986101));POINT(258314.75 470238.81)
R & R DVD Productie Brug vd;Hesselinklanden;87;POLYGON((258686.277871508 467794.887988623,258697.982442627 467795.363096804,258699.816099348 467795.368951604,258699.937080004 467792.993849116,258695.840087742 467792.932096499,258695.955087457 467790.099073747,258695.964075574 467789.876471972,258686.446068387 467789.490386229,258686.437921311 467789.751972115,258686.277871508 467794.887988623));POLYGON((258686.510753206 467792.432599638,258695.235457964 467797.363954501,258695.237852774 467788.821481427,258686.521813916 467791.919447356,258686.510753206 467792.432599638));POINT(258693.07 467792.65)
Gorter Pianoservice;Maanstraat;8;POLYGON((255565.844778733 472497.67812599,255565.630694441 472497.822828109,255567.991890268 472502.248073054,255570.828942788 472500.733899524,255573.85205752 472506.398001819,255573.852163156 472506.398199814,255580.947107715 472502.539939526,255580.947101903 472502.539928632,255577.035033005 472495.210847087,255575.758990117 472495.879047992,255574.344031715 472493.175049505,255569.986912328 472495.466952408,255565.844778733 472497.67812599));POLYGON((255572.527805401 472506.66303088,255581.060464562 472503.310684906,255576.558316263 472495.208962575,255568.605289523 472499.609258118,255572.527805401 472506.66303088));POINT(255576.565 472500.486)
Ukkiesonline.nl;Berghuizenbrink;21;POLYGON((257104.237290136 468715.376570498,257103.56895 468709.188025,257103.568949872 468709.188023792,257099.000916384 468709.681048836,257094.432887201 468710.175053844,257089.863942162 468710.668071319,257085.295912979 468711.162076326,257080.728106788 468711.655101766,257076.160077605 468712.149098809,257071.592048423 468712.642124248,257067.02401924 468713.136121292,257062.455066237 468713.629146731,257057.887037055 468714.123151738,257053.319010045 468714.61585042,257053.757239382 468718.670551751,257054.517083502 468725.700947122,257054.545183051 468725.69791435,257062.210447573 468724.869923786,257063.652910912 468724.71392464,257065.748264622 468724.487774008,257069.998370211 468724.028683873,257072.788969277 468723.726902157,257076.671116208 468723.307903696,257077.945774031 468723.170217039,257081.925951462 468722.73987171,257086.493980645 468722.246846271,257091.062009828 468721.752849228,257094.623485829 468721.368715218,257096.935002999 468721.119028544,257100.198068193 468720.766153268,257104.737487257 468720.276215706,257104.766097104 468720.273125313,257104.237290136 468715.376570498));POLYGON((257094.518019725 468711.951539895,257095.591787822 468721.744304938,257100.082610047 468721.205159812,257099.08718609 468711.402397797,257094.518019725 468711.951539895));POINT(257097.22 468715.55)
gebruiktehardware.nl;Olieslagweg;46;POLYGON((255525.64299666 472621.799156041,255538.244747396 472615.098524383,255537.093003955 472612.966150938,255537.661097767 472612.660000035,255536.60102976 472610.697001095,255536.143101532 472610.944975203,255535.833056249 472610.371999478,255528.757109464 472614.19302428,255529.842017092 472616.203146026,255524.252099169 472619.22207171,255525.642910817 472621.798997105,255525.64299666 472621.799156041));POLYGON((255532.173958465 472617.146543794,255539.745968661 472614.674194418,255536.401847198 472608.767922417,255529.608152159 472612.616136038,255532.173958465 472617.146543794));POINT(255534.717 472613.937)
Beek Schilderwerken Ter;Usselerweg;35;POLYGON((256737.187000268 470763.83087447,256743.617977146 470751.123999821,256741.330913953 470749.999848092,256738.739956044 470755.162148653,256735.07697621 470753.35612751,256731.351901308 470760.951046345,256737.186997985 470763.830873344,256737.187000268 470763.83087447));POLYGON((256739.85804001 470765.444789146,256740.670350656 470755.221562481,256737.976058922 470753.766873152,256733.508128757 470762.011834535,256739.85804001 470765.444789146));POINT(256737.75 470759.3)
Decre Administratiekantoor;Walhofstraat;105;POLYGON((257347.589934573 472149.557189322,257344.38907 472152.278975,257344.389069232 472152.278975669,257345.139098488 472153.174028528,257343.602928476 472154.477921416,257341.30706748 472156.428902726,257342.966981646 472158.447147721,257342.701096571 472158.726977705,257342.517097028 472159.024997395,257342.392898928 472159.35292179,257342.336091936 472159.699051818,257342.346899043 472160.050047831,257342.426021076 472160.390977387,257342.569077854 472160.711097092,257342.771936077 472160.998078721,257343.026090225 472161.238901184,257343.322102995 472161.427073848,257343.650083137 472161.552848813,257343.995082282 472161.613948384,257344.346062367 472161.606151658,257344.688067059 472161.531075321,257345.008919448 472161.390997067,257345.298027457 472161.191125333,257345.686039999 472161.648073992,257352.273007041 472156.05189639,257348.517111578 472151.577953539,257349.743013316 472151.203877943,257353.080999497 472148.365973279,257351.376933086 472146.337000818,257347.589934573 472149.557189322));POLYGON((257339.541715752 472154.943375196,257344.758766713 472161.542331214,257352.289972378 472155.084316905,257346.942799516 472149.731900046,257339.541715752 472154.943375196));POINT(257345.747 472157.261)
Royal Fireworks;Zuiderstraat;26;POLYGON((257037.989051952 470169.21314877,257039.944789011 470167.980787399,257039.662067022 470167.533874473,257041.887654707 470166.130100062,257034.800252673 470154.921831857,257034.800103665 470154.921925837,257032.872926658 470156.138071712,257034.556071722 470158.805021815,257035.614992918 470158.137147433,257036.581906379 470159.671151246,257032.141069748 470162.471999562,257034.341936519 470165.960871103,257036.543042209 470169.449097562,257037.684071928 470168.728899902,257037.989051952 470169.21314877));POLYGON((257041.039859891 470165.453218048,257036.858064828 470160.080491057,257034.898682668 470161.320109144,257038.521000553 470167.049144802,257041.039859891 470165.453218048));POINT(257036.55 470163.78)
Hogelandsingel Tandartspraktijk;Hogelandsingel;61;POLYGON((259041.972497317 470577.091789318,259042.07289 470576.043925,259037.24611 470575.573975,259036.16902 470575.4521,259028.06704 470574.82095,259026.66289 470575.547,259026.662888942 470575.547000733,259026.662889101 470575.547001001,259026.41196036 470575.720878339,259027.066080968 470577.041025688,259019.546923371 470581.671946336,259022.645018872 470587.450124525,259031.457931225 470582.61607488,259030.053087064 470579.750877693,259030.729976659 470579.425876075,259030.528042257 470578.927976687,259032.308013257 470578.002053776,259035.260057528 470578.229871078,259035.189910888 470578.94000228,259041.724897103 470579.676127878,259041.972497317 470577.091789318));POLYGON((259022.256830517 470581.849154937,259024.825623611 470587.324386665,259032.386815391 470583.752533158,259029.817771483 470578.28953957,259022.256830517 470581.849154937));POINT(259025.52 470583.03)
Triple Benefit;Hoogstraat;76;POLYGON((258790.983940859 470640.895207245,258799.61399398 470642.249202039,258799.614022531 470642.24902566,258800.401805706 470637.383358034,258800.402 470637.38215,258785.83495 470635.0649,258785.83494577 470635.064899272,258785.394037024 470637.785149266,258791.336089807 470638.72309777,258790.98396291 470640.895071262,258790.983940859 470640.895207245));POLYGON((258791.894612412 470640.671111479,258800.635933034 470642.352845468,258801.052153757 470638.547329987,258792.241544138 470637.572556534,258791.894612412 470640.671111479));POINT(258796.684 470639.14)
Hemmers Beeld en Geluid;De Heurne;79;POLYGON((258291.549997857 471561.321074073,258291.55 471561.321075,258295.232922147 471562.885015146,258299.038111385 471564.500873628,258299.843109389 471562.036072955,258301.207010784 471562.512851897,258302.569988359 471562.988977794,258301.972913663 471564.825875246,258309.800037948 471568.18995139,258313.449909089 471569.820151986,258313.67599821 471569.001153325,258313.002103067 471568.813952266,258312.997037982 471564.325053081,258314.153939891 471564.643874659,258314.366920319 471563.872978371,258313.21001841 471563.552850703,258315.518988099 471559.702900764,258316.194038017 471559.889122255,258316.419896183 471559.070123594,258312.983013433 471558.098049481,258304.743952843 471555.781123788,258304.004036395 471558.279078464,258301.138010955 471557.386946674,258301.963022413 471554.680997015,258294.143941737 471552.82395072,258291.549997857 471561.321074073));POLYGON((258295.799709114 471571.422077875,258316.845918709 471564.742129257,258317.541343138 471562.476945488,258317.790972797 471556.652067506,258289.235100763 471554.794652244,258287.262549232 471559.940821674,258298.806531187 471564.321702234,258295.799709114 471571.422077875));POINT(258306.982 471561.646)
Werkhaven Stichting Atelier De;Minkmaatstraat;15/A;POLYGON((258495.240988326 472068.296052066,258499.610993415 472067.821877342,258496.919992125 472042.089998297,258496.839946271 472041.060073912,258496.730011641 472041.070148333,258495.919948553 472033.340025193,258495.870038358 472032.899976076,258495.979980953 472032.889901655,258495.919948553 472032.339997548,258495.419930749 472032.390051095,258495.430052954 472032.499898121,258490.459978716 472033.010149626,258488.088913959 472033.244146968,258488.041990253 472032.785900182,258483.223948186 472033.2688512,258483.25292907 472033.548028139,258475.325060575 472034.336150492,258478.985053922 472070.082903936,258487.156030539 472069.259023362,258487.354978453 472071.236978636,258491.6419512 472070.807975545,258491.445073918 472068.857002198,258495.240988326 472068.296052066));POLYGON((258473.99392765 472030.762416433,258477.462691899 472066.910995198,258497.179232979 472065.008089145,258493.709970948 472028.890085371,258473.99392765 472030.762416433));POINT(258487.63 472052.21)
Timmer Jacco;Borstelweg;24;POLYGON((256485.279039911 471196.660999988,256485.27904 471196.661,256502.13896 471198.6331,256502.66106 471194.21895,256491.76803 471193.05805,256488.30492 471192.53805,256485.907054192 471192.416501359,256488.290893357 471192.656997073,256488.074918477 471194.533873651,256485.552968361 471194.258925579,256485.279039911 471196.660999988));POLYGON((256502.292613967 471193.942402262,256491.588822585 471193.432344194,256491.398983213 471194.479748299,256485.574871723 471193.429462721,256484.892133613 471197.17258704,256501.444528039 471198.613141857,256502.292613967 471193.942402262));POINT(256497.386 471195.875)
Kleine Beer Peuterzaal;Siriusstraat;5;POLYGON((255071.661417648 472323.198025297,255064.62309 472316.3029,255060.793118963 472312.535408456,255059.53089307 472314.270025091,255056.69889767 472312.189047911,255051.626940375 472319.103103131,255058.292113594 472323.946900674,255060.288967367 472321.209103102,255063.140968258 472323.271874648,255062.566893504 472324.065850518,255059.273059568 472328.620078142,255059.340912586 472328.66915212,255059.664982419 472330.542126352,255059.606096831 472330.623048243,255066.184096444 472335.383001119,255070.788011272 472329.09684912,255070.259012584 472328.639900461,255069.942986359 472326.843953738,255069.834891406 472326.233921664,255070.236012641 472325.700925063,255069.974961695 472325.516001699,255071.661417648 472323.198025297));POLYGON((255051.868146941 472317.05404519,255058.730604531 472321.956686277,255059.55808871 472320.80383329,255061.543369497 472322.203336516,255057.405580226 472327.985959498,255067.147623075 472334.99198824,255073.854652379 472325.70972271,255071.513142672 472324.015217954,255076.130797939 472317.574845673,255061.275572293 472306.895520164,255057.808013219 472311.711955293,255056.422563716 472310.704220227,255051.868146941 472317.05404519));POINT(255064.578 472319.007)
E & Z Photography;Espoortstraat;169;POLYGON((258652.2751 471316.86095,258651.077049198 471319.719929188,258651.077030137 471319.719974861,258652.015879684 471320.119666441,258668.44295 471327.113075,258668.442951983 471327.113075802,258670.917977117 471321.384946147,258676.368063669 471284.138975507,258680.738976651 471281.460971415,258683.049101115 471285.641123443,258686.80799103 471286.355149027,258692.667011471 471287.142952821,258692.29992824 471284.710971664,258692.299929508 471284.710971645,258691.64903 471280.26985,258685.35807 471260.7341,258685.330865247 471260.687291787,258682.357720951 471255.572256148,258653.555764172 471272.063516084,258655.01509343 471274.621028892,258655.015092443 471274.621029443,258659.05504 471281.967,258658.17598 471288.090975,258657.528990102 471293.404074159,258657.528991974 471293.404074065,258656.057524335 471303.057201319,258654.92194 471310.506875,258652.2751 471316.86095));POLYGON((258692.62758291 471307.341079933,258706.838875234 471296.1311195,258706.895374112 471292.545754887,258668.545618171 471267.373569316,258659.103528715 471272.606264197,258655.527870934 471274.166799943,258646.816105852 471279.38056969,258643.649741542 471281.629537007,258644.993074983 471286.980166297,258656.576838084 471286.542654476,258658.555883434 471289.389258253,258656.541890379 471311.984628829,258652.77398882 471319.506732017,258666.200224176 471326.384108637,258670.467236093 471318.192611588,258673.165943543 471310.415399702,258676.46216477 471284.355672598,258681.636618907 471281.511762473,258684.69664619 471287.57206889,258697.636688812 471287.757151778,258697.477304316 471294.785179301,258692.449608321 471295.604803352,258693.01420544 471305.888026174,258692.62758291 471307.341079933));POINT(258666.15 471295.72)
Neptunus BV;IJzersteden;7;POLYGON((253185.463979944 470264.621125361,253184.494987888 470265.076122848,253183.583957599 470265.638052548,253182.743081914 470266.300073413,253181.982013165 470267.053098554,253181.311096546 470267.888025153,253180.740008281 470268.793146177,253180.274952302 470269.757097041,253179.923048396 470270.767852152,253179.71697273 470271.643076435,253178.077072019 470275.160873112,253179.980086344 470276.048122989,253180.533932615 470277.416046189,253180.927918134 470277.225922353,253180.593041194 470276.532053576,253183.103029429 470277.665971469,253183.940918625 470278.04394941,253184.768000715 470287.820924122,253185.196948058 470287.765025022,253185.107942739 470287.080896179,253191.222033184 470286.610950322,253191.294943321 470287.297022374,253191.903979899 470287.232028422,253193.968001788 470312.629149987,253231.018011003 470309.618021029,253231.524933568 470315.532048605,253250.61492604 470313.96587832,253245.151969715 470247.599901304,253220.768979983 470249.607100273,253221.507048789 470258.577101917,253189.73002338 470261.193998474,253189.680113185 470261.198872423,253189.908041983 470263.897025357,253188.59105633 470263.949022111,253187.525931201 470264.054003153,253186.478971887 470264.277926074,253185.463979944 470264.621125361));POLYGON((253176.279945915 470271.270731417,253176.738813748 470273.527995944,253177.939929746 470275.518177526,253179.735401408 470276.956559796,253181.912793832 470277.71641882,253183.768075645 470277.68579339,253184.314750351 470285.739803681,253190.821341991 470285.280647756,253192.550902728 470310.810427727,253230.316018877 470308.208090831,253230.722023931 470314.060122727,253249.16437464 470312.814657782,253244.61674791 470246.369736036,253218.800703111 470248.118433542,253219.390560492 470256.779811512,253189.577366882 470258.798604527,253189.924560873 470263.902172819,253181.733088317 470264.468844996,253179.410977878 470265.433599356,253177.710379216 470266.955865841,253176.61372478 470268.992414537,253176.279945915 470271.270731417));POINT(253216.496 470284.683)
Glanerbrug Schuttersvereniging;Ekersdijk;164;POLYGON((262486.910076892 470743.719876133,262484.128923471 470715.219976252,262468.878997652 470716.909978293,262471.659928081 470745.469998177,262486.910076892 470743.719876133));POLYGON((262467.681637959 470714.251501786,262469.553825994 470745.723580544,262484.207642709 470744.840777049,262482.335281403 470713.380930452,262467.681637959 470714.251501786));POINT(262479.84 470730.53)
Exclusive Sneaker & Streetwear;Korte Hengelosestraat;17/A;MULTIPOLYGON(((257869.98001 471430.25085,257869.980010073 471430.250851603,257869.980013162 471430.250851686,257870.026635008 471431.276515407,257870.04602 471431.70295,257869.770591845 471465.584037592,257869.867076116 471465.583876932,257869.862942816 471466.138973547,257870.41310177 471466.139953115,257870.422069199 471465.827948695,257871.521933161 471465.826977091,257871.523079972 471466.726897642,257879.855980011 471466.719100917,257879.826999127 471460.909074815,257879.801928552 471455.94990325,257879.775942121 471450.910128354,257879.752018357 471446.040001929,257879.726031926 471440.988846521,257879.700037531 471435.859046917,257879.672896332 471430.437074929,257869.98001 471430.25085)),((257881.842027155 471430.426025014,257880.677647544 471430.431956607,257881.842026678 471430.426027152,257881.842027155 471430.426025014)));POLYGON((257851.879803942 471473.493922797,257856.474818406 471473.652673178,257881.08676984 471468.748431811,257881.118538426 471467.454345284,257881.170333554 471461.017369112,257851.298467997 471461.354904316,257848.069002749 471469.580041435,257852.573830446 471469.789198662,257851.879803942 471473.493922797));POINT(257874.33 471463.75)
Boerkamp Wiering & Van Dijk;Beltrumbrink;36;POLYGON((256865.625902761 467526.92707655,256862.864061966 467527.349899601,256861.458070993 467518.17807505,256851.451001284 467519.711099295,256853.014997405 467529.91284823,256850.626913647 467530.2791271,256851.284020743 467534.562946115,256858.149057733 467533.510921716,256858.440013382 467535.410877876,256866.731046835 467534.140123064,256865.625902761 467526.92707655));POLYGON((256849.716283031 467530.207271328,256850.330117312 467535.325659473,256854.438875093 467534.833884407,256853.952201183 467530.704938973,256862.403763912 467529.695557288,256861.151823469 467519.145661964,256851.745537728 467520.264157887,256852.88876834 467529.824982624,256849.716283031 467530.207271328));POINT(256856.97 467525.38)
Donk S;Wethouder Beversstraat;68;POLYGON((257076.017307358 469749.307789788,257076.762605323 469764.064968727,257076.767051515 469764.152974683,257082.977052041 469763.842921435,257083.097108876 469766.092902004,257088.646091997 469765.791951573,257094.193920342 469765.491972747,257099.752101847 469765.191022316,257105.322930136 469764.889100281,257110.884098129 469764.58814985,257116.445043132 469764.286872896,257121.867056692 469763.99307411,257121.62992951 469757.130052005,257121.54000037 469755.700049665,257115.979979188 469756.010102912,257110.419958006 469756.329896094,257104.859936824 469756.639949342,257099.299923606 469756.960077011,257093.730011174 469757.270122294,257088.169989992 469757.58992344,257083.250056904 469757.870071983,257083.080089874 469754.859922594,257082.909891889 469751.859847624,257082.739916895 469748.850024757,257079.016912625 469749.15292636,257076.017020827 469749.302099467,257076.017307358 469749.307789788));POLYGON((257110.983847935 469765.996857874,257110.381763315 469755.53563759,257104.808838905 469755.624100292,257105.389694966 469766.079509393,257110.983847935 469765.996857874));POINT(257107.88 469760.53)
Lab21 BV;Het Poolman;25;POLYGON((256338.41507 470958.015125,256327.291419893 470961.768514471,256322.802903186 470963.283049705,256325.506288778 470970.901944815,256328.086919893 470978.174874699,256343.702999544 470972.882898718,256343.55993065 470972.480639964,256338.749947082 470958.956973869,256338.417762953 470958.022696625,256338.41507 470958.015125));POLYGON((256323.100392488 470965.861467959,256327.802404139 470980.357814151,256343.590319334 470975.235481342,256338.882210112 470960.738978628,256323.100392488 470965.861467959));POINT(256334.536 470968.349)
Albers Zonwering;Het Lentfert;104;POLYGON((254184.732322005 471525.61892581,254196.410942943 471492.254969482,254179.739950175 471486.465125349,254168.14196613 471519.856925146,254184.732100536 471525.618848875,254184.732322005 471525.61892581));POLYGON((254183.579717826 471529.430390353,254195.894870592 471493.989881876,254181.669633244 471488.989230924,254169.209762307 471524.365155613,254183.579717826 471529.430390353));POINT(254182.22 471506.38)
Venema Autobedrijf;Tubantiastraat;27;POLYGON((256798.01694 471718.33605,256794.9561 471710.18115,256794.907508157 471710.060049251,256794.620993345 471710.168153265,256793.775052576 471708.042976056,256789.430307016 471709.610882737,256790.225 471711.591,256793.49905 471720.123875,256798.01694 471718.33605));POLYGON((256798.64691533 471719.523841513,256795.823171716 471713.172901156,256791.590441109 471714.799262316,256793.713794047 471721.409623857,256798.64691533 471719.523841513));POINT(256794.348 471715.023)
BBQ Twente BV;Lipperkerkstraat;107/A;POLYGON((258915.71204 471515.90005,258916.87699 471503.65405,258914.740143572 471503.484228187,258907.378793397 471502.900277671,258907.375922816 471502.900050223,258906.75491642 471508.698050469,258911.448991343 471509.165073548,258911.169997575 471511.897997172,258910.891011771 471514.631900363,258910.611102147 471517.365150509,258910.332108379 471520.098074133,258910.05289162 471522.831977324,258909.773897852 471525.564900947,258909.494912048 471528.298151094,258909.215002424 471531.031074717,258908.936008656 471533.764977908,258908.657022852 471536.497901532,258902.121112816 471535.86610393,258901.558068567 471540.995899821,258901.55807 471540.9959,258913.18503 471542.4571,258913.85709 471535.36495,258914.83804 471525.058875,258915.71204 471515.90005));POLYGON((258911.59928581 471511.645779904,258927.152843239 471514.456537416,258927.739080827 471509.444277131,258916.932658184 471508.850106969,258917.575281134 471503.388167473,258907.775434304 471502.227166973,258907.0629472 471508.385850651,258911.913508926 471508.977561223,258911.59928581 471511.645779904));POINT(258914.01 471510.55)
Benica Campers;Binnenhaven;4;POLYGON((255387.205763786 471355.481391641,255387.20292 471355.481025,255387.202918857 471355.481023835,255387.202917272 471355.48102363,255387.197909685 471355.475915984,255384.66303 471352.8911,255384.663006184 471352.890361003,255383.597899205 471351.803971462,255382.498043207 471324.034996707,255380.161932311 471306.235071672,255364.144956802 471303.871023173,255353.861887777 471314.078952148,255352.362057356 471315.568102887,255351.657110697 471316.268151705,255347.541952622 471320.617952204,255344.841060082 471323.284902307,255342.441006478 471325.656102451,255370.172112559 471353.700025277,255386.675073359 471370.39007564,255391.448947253 471365.871924797,255392.436113087 471364.938850241,255397.707942117 471359.950100495,255393.676039375 471356.317901402,255387.205763786 471355.481391641));POLYGON((255382.169105142 471331.02521511,255375.513529785 471332.610009553,255361.027521276 471346.887772009,255386.305818684 471372.022447547,255398.784373553 471360.111870858,255393.272704887 471354.855506455,255389.791880581 471355.73428477,255388.336464733 471356.047770723,255385.147676505 471353.423068706,255383.972999566 471351.396518218,255382.169105142 471331.02521511));POINT(255352.076 471330.82)
Lots Instore;Moerasspirealaan;53;POLYGON((261345.153970421 470677.386073044,261345.15397 470677.386075,261342.54899 470689.46795,261351.82811 470688.37205,261352.05464104 470687.166484471,261348.89699052 470686.492896187,261350.590018869 470678.551847323,261345.153972795 470677.386073552,261345.153970421 470677.386073044));POLYGON((261339.187202096 470682.40729792,261339.121734151 470688.951652625,261339.198643657 470688.967674204,261339.718384436 470686.497886719,261350.772028652 470688.817884865,261352.381730003 470681.060434787,261342.56839541 470679.036583652,261341.74767981 470682.939475643,261339.187202096 470682.40729792));POINT(261347.234 470682.508)
Bos Dierenarts R G A;Dorpsstraat;105;MULTIPOLYGON(((259089.290115072 474510.210260899,259090.101114041 474515.019739829,259121.479930939 474514.000027304,259121.510048573 474514.859689501,259126.375010888 474514.703627125,259126.33706813 474512.303853187,259128.137052585 474512.275899655,259128.175000898 474512.182952171,259130.575046539 474513.156977456,259132.496927506 474508.844878386,259132.496929038 474508.844874609,259116.45123188 474502.317866474,259116.106903753 474503.498952587,259114.533008418 474508.894923968,259104.629900363 474509.079847332,259104.600003623 474508.16985236,259101.380003645 474508.269951488,259101.414957506 474509.421103411,259089.290053368 474510.20987881,259089.290115072 474510.210260899)),((259108.180137054 474515.141244137,259116.08091 474515.03385,259121.483869341 474514.8605293,259108.180137054 474515.141244137)),((259128.666440756 474514.6301207,259128.6741 474514.629875,259128.674102078 474514.629875155,259128.674102846 474514.629873733,259128.666440756 474514.6301207)));POLYGON((259129.57124564 474511.228080929,259124.380830353 474502.843908491,259123.207687866 474505.35483083,259117.3984284 474502.63735174,259114.378921878 474509.074297801,259127.680883086 474515.285294545,259129.57124564 474511.228080929));POINT(259123.387 474509.603)
